idade_em_2023;nome_curso;distancia_cidade_polo;genero;raca;estado_civil;jornada;renda_familiar;tempo_ensino_medio;motivo_ead;internet_casa;evadiu
38;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Até 20 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
33;Pedagogia - Licenciatura;Até 50km;Feminino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
33;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
37;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
31;Pedagogia - Licenciatura;De 50km a 100 km;Feminino;Preta;Solteiro(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Não;0
34;Educação Física - Licenciatura Plena;Até 50km;Feminino;Parda;Casado(a);Até 20 horas;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;0
33;Educação Física - Licenciatura Plena;Mais de 200 km;Feminino;Parda;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;0
35;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
36;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
24;Pedagogia - Licenciatura;Moro no mesmo município do polo;Masculino;Parda;Casado(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Custos mais baixos para concluir o curso;Sim;1
33;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Preta;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
33;Letras Português - Licenciatura;Até 50km;Feminino;Preta;Solteiro(a);Até 20 horas;Até 1 salário mínimo por pessoa;De 1 a 3 anos;Carga horária flexível e compatível com minha realidade;Sim;1
33;Geografia - Licenciatura;Moro no mesmo município do polo;Masculino;Parda;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
32;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Até 20 horas;Mais de 4 salários mínimos por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
30;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Parda;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Não;1
32;Letras Português - Licenciatura;Até 50km;Feminino;Parda;Divorciado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
35;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
34;Pedagogia - Licenciatura;De 50km a 100 km;Feminino;Parda;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;1
29;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
34;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Preta;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Não;0
34;Pedagogia - Licenciatura;De 100 a 200 km;Feminino;Parda;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;1
32;Educação Física - Licenciatura Plena;De 50km a 100 km;Feminino;Parda;Solteiro(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;1
32;Educação Física - Licenciatura Plena;De 50km a 100 km;Feminino;Amarela;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Não;0
33;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Preta;Casado(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
34;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Autonomia nos estudos;Sim;1
27;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;0
36;Pedagogia - Licenciatura;De 50km a 100 km;Feminino;Amarela;Casado(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
33;Educação Física - Licenciatura Plena;De 50km a 100 km;Masculino;Parda;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
35;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;0
34;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Autonomia nos estudos;Não;1
27;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;0
30;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Preta;Solteiro(a);Até 20 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Não;0
34;Pedagogia - Licenciatura;De 100 a 200 km;Feminino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 1 a 3 anos;Carga horária flexível e compatível com minha realidade;Sim;0
30;Pedagogia - Licenciatura;De 100 a 200 km;Feminino;Parda;Solteiro(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Não;0
45;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;De 1 a 3 anos;Carga horária flexível e compatível com minha realidade;Sim;0
31;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;1
30;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Feminino;Preta;Solteiro(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;0
31;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
34;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Feminino;Branca;Divorciado(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Autonomia nos estudos;Sim;0
30;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
46;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
30;Geografia - Licenciatura;De 50km a 100 km;Feminino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
28;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Amarela;Solteiro(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
31;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Amarela;Casado(a);Até 20 horas;Até 1 salário mínimo por pessoa;De 1 a 3 anos;Carga horária flexível e compatível com minha realidade;Sim;1
24;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Masculino;Parda;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;De 1 a 3 anos;Carga horária flexível e compatível com minha realidade;Sim;1
27;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Preta;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;1
26;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Preta;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;De 1 a 3 anos;Carga horária flexível e compatível com minha realidade;Sim;1
28;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Preta;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
26;Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnólogo;Moro no mesmo município do polo;Masculino;Parda;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;1
28;Letras Português - Licenciatura;De 50km a 100 km;Feminino;Parda;Casado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Custos mais baixos para concluir o curso;Não;1
29;Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnólogo;De 100 a 200 km;Masculino;Parda;Solteiro(a);Até 20 horas;De 2 a 4 salários mínimos por pessoa;De 1 a 3 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
33;Educação Física - Licenciatura Plena;Até 50km;Feminino;Amarela;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
30;Geografia - Licenciatura;Até 50km;Feminino;Amarela;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Não;0
34;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;1
33;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
27;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);De 21 a 40 horas;Mais de 4 salários mínimos por pessoa;De 5 a 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
29;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
26;Educação Física - Licenciatura Plena;De 50km a 100 km;Masculino;Preta;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 3 a 5 anos;Custos mais baixos para concluir o curso;Sim;1
29;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Parda;Casado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
27;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Parda;Solteiro(a);Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
50;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
26;Educação Física - Licenciatura Plena;Até 50km;Masculino;Parda;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;0
53;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Não;0
28;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
33;Pedagogia - Licenciatura;Até 50km;Feminino;Parda;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
28;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Moro no mesmo município do polo;Masculino;Parda;Casado(a);Até 20 horas;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
26;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Custos mais baixos para concluir o curso;Sim;0
27;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Casado(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
25;Pedagogia - Licenciatura;De 100 a 200 km;Feminino;Parda;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Não;0
26;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Parda;Solteiro(a);Até 20 horas;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;0
27;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
27;Educação Física - Licenciatura Plena;De 50km a 100 km;Masculino;Parda;Solteiro(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Custos mais baixos para concluir o curso;Sim;1
27;Pedagogia - Licenciatura;Mais de 200 km;Feminino;Parda;Casado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
25;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;0
31;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Até 20 horas;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
27;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Preta;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 5 a 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
25;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;De 3 a 5 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
23;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);Até 20 horas;De 2 a 4 salários mínimos por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;0
25;Pedagogia - Licenciatura;Moro no mesmo município do polo;Masculino;Preta;Solteiro(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;0
