idade_em_2023;nome_curso;nome_polo;distancia_polo;distancia_cidade_polo;ano_ingresso;genero;raca;estado_civil;profissao;jornada;renda_familiar;modalidade_ensino_medio;tipo_instituicao;tempo_ensino_medio;possui_graduacao;modalidade_graduacao;ja_fez_curso_ead;turno_ava;dias_acesso_ava;motivo_ead;internet_casa;local_acesso_ava;tipo_necessidade_especial;ferramenta_tecnologica;evadiu
46;Geografia - Licenciatura;Buritis;0;Moro no mesmo município do polo;2018;Masculino;Parda;Casado(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;outros;Não identificado;Mais de 10 anos;Não;Presencial;Não;Noite;De segunda a sexta;Custos mais baixos para concluir o curso;Sim;Em casa;Não tenho necessidades especiais;Computador;0
47;Letras Português - Licenciatura;Jequitinhonha;27.81;Até 50km;2018;Feminino;Parda;Solteiro(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
44;Pedagogia - Licenciatura;Urucuia;74.206;De 50km a 100 km;2018;Masculino;Preta;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Manhã;De segunda a sexta;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;0
44;Educação Física - Licenciatura Plena;Urucuia;0;Moro no mesmo município do polo;2018;Masculino;Parda;Casado(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;0
45;Pedagogia - Licenciatura;Urucuia;53.44;De 50km a 100 km;2018;Feminino;Parda;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Sim;Tarde;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
43;Pedagogia - Licenciatura;Nova Serrana;45.131;De 50km a 100 km;2018;Feminino;Branca;Casado(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
43;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Montes Claros;0;Moro no mesmo município do polo;2018;Masculino;Branca;Casado(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Autonomia nos estudos;Sim;No trabalho;Não tenho necessidades especiais;Computador;1
34;Educação Física - Licenciatura Plena;Urucuia;33.946;Até 50km;2018;Masculino;Parda;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;0
49;Pedagogia - Licenciatura;Buritis;0;Moro no mesmo município do polo;2018;Feminino;Parda;Divorciado(a);Outro;Até 20 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;Presencial;Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
43;Educação Física - Licenciatura Plena;Joaíma;0;Até 50km;2018;Feminino;Parda;Casado(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;outros;Não identificado;Mais de 10 anos;Sim;A distância (ou semipresencial);Não;Tarde;De segunda a sexta;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;outros;0
48;Letras Português - Licenciatura;Jequitinhonha;0;Moro no mesmo município do polo;2018;Masculino;Branca;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);Mais de 40 horas;Mais de 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;1
43;Letras Português - Licenciatura;Jequitinhonha;226.948;Mais de 200 km;2018;Feminino;Parda;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);Mais de 10 anos;Sim;Presencial;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
40;Pedagogia - Licenciatura;Nova Serrana;0;Até 50km;2018;Feminino;Preta;Divorciado(a);Não, não estou trabalhando;Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;Presencial;Não;Tarde;De segunda a sexta;Custos mais baixos para concluir o curso;Sim;Em casa;Não tenho necessidades especiais;Computador;0
40;Letras Português - Licenciatura;Itamarandiba;0;Moro no mesmo município do polo;2018;Masculino;Parda;Casado(a);Outro;Mais de 40 horas;Até 1 salário mínimo por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) particular(es);De 5 a 10 anos;Não;Não fiz outra graduação;Sim;Noite;Sábados e domingos;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;1
42;Pedagogia - Licenciatura;Buritis;0;Moro no mesmo município do polo;2018;Feminino;Branca;Solteiro(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Tarde;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Outro;Computador;0
43;Educação Física - Licenciatura Plena;Urucuia;53.44;De 50km a 100 km;2018;Masculino;Parda;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;1
42;Letras Português - Licenciatura;Itamarandiba;0;Moro no mesmo município do polo;2018;Feminino;Parda;Casado(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
43;Educação Física - Licenciatura Plena;Monte Azul;0;Moro no mesmo município do polo;2018;Masculino;Parda;Divorciado(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Smartphone;0
38;Educação Física - Licenciatura Plena;Urucuia;137.943;De 100 a 200 km;2018;Feminino;Parda;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Manhã;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Outro;Não tenho necessidades especiais;Smartphone;1
46;Pedagogia - Licenciatura;Buritis;0;Mais de 200 km;2018;Feminino;Preta;Solteiro(a);Outro;Até 20 horas;Até 1 salário mínimo por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Não;No Polo;Não tenho necessidades especiais;Smartphone;0
44;Pedagogia - Licenciatura;Várzea da Palma;295.164;Mais de 200 km;2018;Feminino;Parda;Casado(a);Outro;Até 20 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Sim;A distância (ou semipresencial);Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
32;Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnólogo;Pompeu;0;Moro no mesmo município do polo;2018;Masculino;Branca;Solteiro(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
41;Pedagogia - Licenciatura;Várzea da Palma;202.28;Mais de 200 km;2018;Feminino;Parda;Casado(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);De 5 a 10 anos;Não;A distância (ou semipresencial);Não;Tarde;De segunda a sexta;outros;Sim;Em casa;Não tenho necessidades especiais;Computador;0
44;Letras Português - Licenciatura;Mantena;0;Moro no mesmo município do polo;2018;Masculino;Preta;Casado(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
42;Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnólogo;Bocaiúva;47.647;De 50km a 100 km;2018;Masculino;Parda;Divorciado(a);Outro;Até 20 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;Presencial;Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
38;Pedagogia - Licenciatura;Buritis;88.995;De 100 a 200 km;2018;Feminino;Parda;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Tarde;De segunda a sexta;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;0
44;Educação Física - Licenciatura Plena;Urucuia;53.44;De 100 a 200 km;2018;Masculino;Preta;Solteiro(a);Outro;Até 20 horas;De 2 a 4 salários mínimos por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) particular(es);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Manhã;De segunda a sexta;Autonomia nos estudos;Não;Em casa;Outro;Computador;0
43;Tecnologia em Sistemas Para Internet - Tecnólogo;Brasília de Minas;59.486;De 50km a 100 km;2018;Masculino;Branca;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Sim;A distância (ou semipresencial);Sim;Noite;Sábados e domingos;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;1
37;Tecnologia em Sistemas Para Internet - Tecnólogo;Brasília de Minas;105.599;De 100 a 200 km;2018;Masculino;Preta;Casado(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) particular(es);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
26;Pedagogia - Licenciatura;Monte Azul;0;Moro no mesmo município do polo;2018;Masculino;Parda;Solteiro(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Outro;Computador;0
38;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Joaíma;62.092;De 50km a 100 km;2018;Feminino;Parda;Solteiro(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Manhã;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;No trabalho;Não tenho necessidades especiais;Smartphone;0
36;Pedagogia - Licenciatura;Monte Azul;0;Moro no mesmo município do polo;2018;Feminino;Parda;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);Até 20 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) particular(es);Mais de 10 anos;Sim;Presencial;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;No trabalho;Não tenho necessidades especiais;Computador;0
39;Tecnologia em Sistemas Para Internet - Tecnólogo;Brasília de Minas;0;Moro no mesmo município do polo;2018;Masculino;Parda;Casado(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;Presencial;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
36;Tecnologia em Análise e Desenvolvimento de Sistemas - Tecnólogo;Bocaiúva;0;Moro no mesmo município do polo;2018;Feminino;Parda;Divorciado(a);Outro;Mais de 40 horas;Até 1 salário mínimo por pessoa;outros;Não identificado;Mais de 10 anos;Sim;A distância (ou semipresencial);Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Outro;Computador;0
39;Letras Português - Licenciatura;Jequitinhonha;0;Moro no mesmo município do polo;2018;Feminino;Parda;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);Até 20 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Tarde;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Não;No trabalho;Não tenho necessidades especiais;Computador;1
36;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Joaíma;27.634;Até 50km;2018;Feminino;Branca;Solteiro(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;outros;Não identificado;De 5 a 10 anos;Sim;Presencial;Não;Noite;Sábados e domingos;outros;Sim;Em casa;Não tenho necessidades especiais;Computador;1
42;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Montes Claros;179.62;De 100 a 200 km;2018;Feminino;Parda;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
35;Pedagogia - Licenciatura;Urucuia;33.946;De 100 a 200 km;2018;Feminino;Parda;Solteiro(a);Outro;Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Smartphone;0
38;Tecnologia em Gestão de Saúde Pública - Tecnólogo;Montes Claros;0;De 50km a 100 km;2018;Feminino;Preta;Casado(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Não;Manhã;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
37;Pedagogia - Licenciatura;Buritis;0;Moro no mesmo município do polo;2018;Feminino;Preta;Solteiro(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Custos mais baixos para concluir o curso;Sim;Em casa;Não tenho necessidades especiais;Computador;1
35;Educação Física - Licenciatura Plena;Monte Azul;245.047;Mais de 200 km;2018;Masculino;Parda;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
